Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Profession_Encoded
1856689,46,5,0,0,1,5,12,25
2740172,72,16,0,0,0,10,13,6
3108450,53,20,0,0,1,8,13,7
5486340,61,13,0,0,0,12,11,36
1100548,49,3,0,0,1,3,10,19
1223133,68,6,0,1,0,6,10,18
3711494,63,6,0,0,1,6,14,39
1272433,46,1,0,0,0,1,13,21
2244337,26,6,0,0,1,6,12,9
3496402,48,1,0,0,0,1,13,38
1871961,64,4,0,0,0,4,11,30
147581,74,18,0,1,0,9,11,18
1336270,66,19,0,0,0,8,12,48
9665324,57,11,0,2,0,7,14,11
2319268,51,7,0,0,0,4,10,1
1045513,40,2,0,1,0,2,14,11
2776169,27,16,0,0,0,8,10,1
2442625,67,9,1,0,1,7,12,32
3327853,51,10,0,0,1,3,12,8
6840553,21,4,0,0,0,4,14,49
6472266,21,2,0,0,1,2,11,23
7153832,71,19,0,0,0,10,13,2
5947824,38,13,0,0,0,7,10,14
6652412,30,18,0,2,1,7,13,28
4171960,73,16,0,0,0,10,10,5
4497684,76,4,1,0,0,3,13,32
11430,70,20,0,0,1,3,13,12
230969,25,7,0,0,0,7,10,10
1662830,33,19,0,1,0,11,14,23
6670570,77,5,0,0,0,4,10,42
9937625,57,16,0,0,0,6,11,21
882249,36,14,0,2,0,12,13,34
1210120,78,20,0,0,0,8,12,27
2250273,42,16,0,0,1,8,11,15
2452563,75,3,0,0,0,3,12,7
9017508,40,17,1,0,1,6,13,44
2477727,63,15,0,0,0,7,12,49
9482746,68,10,0,0,0,6,11,14
6965955,68,7,0,0,0,7,12,27
2329433,42,1,0,0,0,1,11,24
3319389,35,5,0,0,1,5,11,22
4585598,45,6,0,0,1,6,13,41
7359458,29,3,0,0,0,3,14,11
9806896,53,0,1,0,0,0,11,17
3679043,60,5,0,0,0,3,12,25
8644938,26,11,1,0,0,9,10,38
8531866,39,12,0,0,1,4,10,18
420777,41,1,0,0,0,1,11,3
7091843,60,20,0,0,0,3,13,47
2499018,24,15,0,0,0,8,13,5
1064870,28,4,0,0,0,4,13,15
3026361,37,18,0,2,1,13,10,15
8822557,62,19,0,0,0,9,13,22
2637176,68,4,0,0,0,4,12,2
2695801,79,1,0,0,1,1,13,17
270761,48,1,0,0,0,1,11,28
5844298,62,5,0,0,0,5,10,5
6368882,46,7,0,0,0,3,10,16
9669201,59,2,0,0,0,2,14,30
5611948,51,19,0,0,0,13,13,34
7470374,32,1,0,0,0,1,13,31
6044042,22,3,0,0,1,3,10,13
812351,57,1,0,0,0,1,11,48
6176694,66,10,0,0,0,7,14,49
2318739,59,4,0,0,0,4,14,17
4007727,64,3,0,0,1,3,11,25
1852247,64,9,0,0,1,8,14,13
1725008,21,17,0,0,0,5,12,5
3152333,61,11,0,1,1,7,14,25
4066365,56,13,0,0,0,7,14,50
1640008,38,5,0,0,0,5,12,38
6197216,69,2,0,0,0,2,13,16
7992060,44,15,0,0,0,4,11,28
21831,26,14,0,0,1,5,10,36
670260,70,16,0,0,0,14,14,46
780090,55,9,0,1,0,9,14,24
926842,26,10,0,2,0,10,12,21
5127014,76,0,1,0,0,0,13,23
4691275,56,6,1,0,0,6,13,9
3802714,71,16,0,0,0,8,13,4
4751315,26,16,0,0,1,10,12,46
4296163,44,12,0,0,0,11,14,28
1840139,74,6,0,0,1,6,13,20
8928580,78,2,0,0,0,2,13,28
9741513,32,11,0,2,1,10,14,15
4570301,34,10,0,0,0,7,13,50
1330107,61,13,0,0,0,11,12,3
2477727,63,15,0,0,0,7,12,49
2521525,49,20,0,0,0,8,10,12
8273281,39,1,0,0,0,1,12,43
7566386,27,16,0,0,0,14,10,8
6876962,49,18,0,0,0,9,12,26
10675,23,1,0,0,1,1,14,9
1131868,46,10,0,0,0,10,12,2
6815932,77,6,0,0,1,6,14,28
5656977,24,1,0,0,1,1,13,14
2261031,41,16,0,0,1,7,10,28
1578598,50,11,0,0,0,11,11,4
733884,57,12,0,0,0,6,11,16
5072054,56,5,0,0,0,5,14,43
4032380,50,6,0,0,0,6,13,27
3972501,48,0,0,0,1,0,14,31
2238733,32,10,0,0,0,9,12,47
8410806,31,13,0,0,0,6,11,12
743219,54,5,0,2,0,5,12,43
8426506,68,1,0,0,1,1,12,47
5303994,39,6,0,0,0,6,14,36
4947273,39,2,0,0,1,2,14,14
3611839,55,20,0,0,0,10,12,12
6409441,44,13,0,0,0,3,11,32
2030566,42,8,0,0,0,4,14,43
1464687,23,12,0,0,1,12,13,12
172484,73,18,1,0,1,12,13,40
121035,71,12,0,0,0,11,13,0
2368717,35,12,0,0,0,7,11,35
554517,21,7,0,0,0,5,13,2
678684,67,1,0,0,0,1,10,5
2215191,76,10,0,0,0,10,11,14
1966474,26,16,0,0,1,4,10,47
874579,47,9,0,0,0,7,12,9
3413189,60,1,0,0,0,1,13,23
2537444,49,1,0,0,1,1,12,7
2713971,74,2,0,0,1,2,12,3
4668470,67,13,0,2,0,9,10,46
7336151,76,20,0,0,1,4,12,42
1678997,47,20,0,0,0,12,13,30
2491348,47,11,0,0,0,11,10,26
2062048,50,3,0,0,1,3,11,35
1290647,39,1,0,0,1,1,13,17
96503,40,13,0,0,0,3,14,1
4330847,67,2,0,0,0,2,14,40
1856689,46,5,0,0,1,5,12,25
4399912,29,9,0,0,0,9,10,38
4312491,56,1,0,0,0,1,12,4
1929764,45,5,0,0,0,3,12,2
9600165,68,13,0,0,1,13,14,50
8775508,55,0,0,0,0,0,10,5
5642075,53,8,0,0,0,8,14,20
2261031,41,16,0,0,1,7,10,28
4092524,24,1,0,0,0,1,11,31
116617,62,15,0,0,0,14,11,23
3767842,33,20,0,0,0,11,14,0
5965961,40,9,0,0,1,8,13,11
3983449,70,12,0,0,0,8,11,38
7579274,26,8,0,0,0,5,14,46
1139981,60,12,0,0,0,12,12,30
450549,22,3,0,0,1,3,13,10
7584472,37,20,0,0,0,12,11,24
7395380,40,4,0,0,0,4,14,23
1473816,68,10,0,0,0,10,12,18
8500708,28,3,0,0,0,3,12,43
1336270,66,19,0,0,0,8,12,48
2261031,41,16,0,0,1,7,10,28
3486313,22,1,0,0,1,1,14,24
5697725,46,0,0,0,0,0,11,24
6762902,43,10,0,0,1,3,13,21
9122548,58,12,0,0,0,9,14,32
8508480,46,0,0,0,0,0,10,47
4036960,79,16,0,0,1,3,13,6
3189099,52,20,0,0,1,10,12,26
5278563,52,8,0,0,0,5,10,12
6044767,60,12,0,0,1,10,13,6
4383720,48,7,0,0,1,7,12,40
2790693,36,18,0,0,1,10,12,23
4485547,33,20,0,0,0,14,11,25
3304937,63,19,0,0,1,14,13,28
7694525,44,18,0,0,1,12,10,2
3126568,40,17,0,0,0,5,10,41
1290647,39,1,0,0,1,1,13,17
6646287,47,3,0,0,0,3,10,40
110437,41,8,0,0,0,8,12,0
2436293,58,5,0,0,0,5,14,15
3411758,35,20,0,0,1,4,12,14
8485097,23,18,0,2,0,11,14,30
8689824,45,4,0,0,0,3,10,6
2966907,30,6,1,0,1,5,12,5
1134496,77,3,0,0,0,3,10,37
1330107,61,13,0,0,0,11,12,3
8913238,72,14,1,0,0,5,12,46
2229331,79,6,0,0,1,6,11,44
8760061,30,19,0,0,0,12,14,23
1778545,65,19,0,0,1,3,13,22
1859078,42,5,0,0,0,5,11,24
2162609,42,0,0,0,0,0,12,11
3983041,71,1,0,0,0,1,14,46
2421681,33,8,0,0,1,4,13,41
974270,78,6,0,0,0,6,14,41
3632655,76,18,0,0,0,12,10,2
536306,79,5,0,0,0,5,11,35
8588790,53,3,0,0,1,3,14,25
5172166,47,6,0,0,1,6,12,46
1538951,73,9,0,0,1,9,10,2
6432491,45,5,0,0,1,5,14,44
556250,51,20,1,0,0,10,14,7
2575197,72,2,0,2,0,2,14,39
2093984,77,9,0,0,0,3,14,7
8726324,52,14,0,0,0,9,10,16
2093984,77,9,0,0,0,3,14,7
423074,54,16,0,0,0,14,11,4
532746,78,18,1,0,1,10,12,44
2628750,59,3,0,0,0,3,14,0
3915230,40,16,1,0,1,11,14,42
2701403,32,3,0,0,0,3,11,2
448021,54,11,0,0,0,11,14,1
2297128,30,6,0,0,1,6,13,42
757960,58,5,0,0,1,5,10,6
4445947,53,17,0,0,0,4,14,41
3666617,67,14,0,0,1,9,14,34
5899739,75,11,0,0,1,3,12,12
1556371,39,11,0,0,0,8,13,45
1929764,45,5,0,0,0,3,12,2
8909885,22,3,1,0,1,3,11,17
1114427,73,9,0,0,1,9,13,36
9752428,51,11,0,0,1,8,14,50
3114473,49,16,1,0,1,10,11,24
3438381,46,6,0,0,0,6,12,15
5121883,32,7,1,0,0,5,12,33
9119840,72,0,0,0,1,0,11,2
5148200,62,15,0,0,1,10,14,40
9397962,58,3,1,0,0,3,14,45
1108464,57,20,0,0,0,7,14,6
1556371,39,11,0,0,0,8,13,45
9055988,27,6,0,0,0,3,10,26
9145188,54,18,0,0,0,14,13,32
3640062,37,10,0,0,0,10,13,22
7792403,65,8,0,0,0,3,12,15
4493999,57,0,0,0,0,0,14,40
3692638,69,3,0,0,1,3,12,33
9368198,79,17,0,0,1,11,11,40
9922127,58,12,0,0,1,12,10,18
7240595,44,1,0,0,0,1,11,48
3986290,70,20,0,0,0,13,11,3
4253315,66,7,0,0,0,7,11,48
1950787,53,12,1,0,0,7,12,19
4813212,55,3,0,0,0,3,11,9
702863,77,10,0,0,0,9,14,30
2780592,47,16,0,0,1,4,13,22
9297948,33,11,0,0,1,8,11,40
555485,31,15,0,0,1,12,11,5
1969104,28,9,0,0,0,7,14,0
2046789,57,17,0,0,0,5,12,21
8663689,26,19,0,0,0,5,11,41
8863428,74,5,0,0,0,5,14,48
9704353,73,18,0,0,0,9,12,5
3994234,72,18,0,0,0,4,13,37
3957826,78,13,0,0,0,11,11,27
3549771,30,12,0,0,0,12,10,16
962072,25,14,0,0,1,4,11,11
7164170,49,19,0,0,0,3,11,28
1514602,71,6,0,0,0,6,13,36
8835486,55,0,0,0,0,0,14,27
1670303,35,13,1,0,0,5,14,16
1702499,73,12,0,0,0,12,14,50
6277160,50,8,0,0,1,3,14,40
8936935,36,0,0,0,0,0,14,24
3976417,51,6,0,0,0,6,13,10
1537256,29,5,0,0,1,5,14,47
4855342,24,0,0,0,0,0,13,33
250968,60,7,0,0,0,4,14,33
9388165,29,19,0,0,0,13,11,27
1990169,64,0,0,0,1,0,13,3
6584249,26,16,0,0,1,13,10,35
1742139,30,19,0,0,1,12,11,43
555485,31,15,0,0,1,12,11,5
2344770,45,8,0,0,0,4,11,40
5566617,39,15,0,0,0,7,13,44
2112977,48,1,0,0,0,1,10,21
915146,50,4,0,2,0,4,13,17
1975710,42,3,0,0,1,3,11,3
1085302,69,4,0,0,0,4,10,1
1085710,72,12,0,0,0,9,10,29
3370529,54,10,0,0,1,10,12,13
2162609,42,0,0,0,0,0,12,11
46750,33,13,0,0,1,10,11,20
718057,59,19,0,0,0,4,11,21
7461869,51,10,0,0,1,10,10,35
1932556,56,15,0,0,0,4,13,23
2598677,41,12,0,0,0,11,11,14
7470480,26,0,0,0,0,0,14,29
4477660,30,0,1,0,1,0,14,33
6415677,68,2,0,0,0,2,12,48
5022180,57,2,0,0,0,2,11,29
460547,70,20,0,0,0,4,12,4
4260004,27,5,0,1,0,5,13,0
1816526,30,13,0,0,1,12,11,30
7863110,40,12,0,0,0,9,14,28
3479914,48,13,0,0,0,13,13,50
428454,53,18,0,0,0,9,13,0
5090745,35,5,1,0,0,5,12,18
3423124,69,10,0,0,1,10,10,25
5188656,67,19,0,0,0,6,12,14
3834445,55,0,0,0,1,0,10,11
3047191,25,7,0,0,0,7,11,41
5623207,54,9,0,0,0,6,10,6
8419826,31,0,0,0,0,0,14,2
1020861,42,17,0,0,0,7,14,7
7998315,65,13,0,0,0,4,12,46
1789952,27,4,1,0,0,4,11,0
7915651,64,8,0,0,0,3,12,45
373596,60,16,0,0,0,14,12,32
2232139,64,11,0,0,1,3,10,10
3745906,72,16,0,0,1,3,14,9
7537859,61,8,0,0,0,8,11,24
3431598,63,18,0,0,0,7,13,27
8010013,45,11,0,0,0,7,14,19
2180261,78,1,0,0,1,1,12,16
1322865,77,12,0,0,1,11,12,14
4800670,51,12,0,2,0,11,13,39
3940320,62,10,0,0,1,9,10,21
1283383,72,7,0,0,1,7,13,31
6760571,67,7,0,0,0,7,14,43
5004309,43,0,0,0,1,0,12,47
3732153,30,0,0,0,0,0,11,22
224204,51,9,0,1,0,8,10,42
2421029,48,13,0,0,0,5,10,24
1871076,52,18,0,0,0,3,10,26
7497572,25,13,0,0,1,8,14,49
1789952,27,4,1,0,0,4,11,0
7098940,60,5,0,0,1,5,11,29
3038020,30,15,0,0,1,4,10,32
1475128,33,4,0,0,1,4,10,40
2831745,51,16,0,2,0,8,13,19
4993300,23,12,0,0,0,9,12,25
133768,50,20,0,0,0,10,12,33
2926190,71,0,0,0,0,0,14,14
1969104,28,9,0,0,0,7,14,0
321358,78,17,0,0,0,9,13,34
7369452,45,5,0,0,0,5,10,29
2348383,54,15,0,1,0,6,12,47
3006454,24,11,0,1,0,11,11,36
9390552,60,7,0,0,1,7,12,4
2909502,27,18,0,0,0,4,11,14
6237498,52,1,0,0,1,1,13,2
1415711,40,5,0,0,0,5,10,31
7821206,31,18,0,0,0,7,10,17
5169846,54,13,0,0,0,5,10,5
3479282,31,14,0,2,0,12,12,23
469269,65,7,0,0,0,3,12,4
7247559,59,5,0,0,0,5,11,37
968346,54,7,0,1,0,7,10,16
6828373,69,13,0,0,1,3,13,43
9978516,51,5,0,0,0,5,14,43
6884150,69,3,0,0,0,3,11,31
2586681,32,11,0,0,0,11,14,49
235563,48,5,1,0,0,5,11,1
2522107,30,5,0,0,0,5,13,5
1857595,26,19,0,0,0,12,13,37
9222108,78,9,0,0,0,9,12,47
5386630,75,12,0,0,0,10,11,31
235563,48,5,1,0,0,5,11,1
3370891,31,2,0,0,1,2,10,36
1205310,62,13,0,0,1,9,11,30
3321237,53,20,0,0,0,13,11,12
5203994,79,3,0,0,1,3,14,25
2045156,35,9,0,0,1,9,13,32
1100548,49,3,0,0,1,3,10,19
5353010,26,13,0,0,0,13,11,48
3218377,66,15,0,0,0,7,14,43
5839084,35,20,0,0,1,10,10,50
4347543,73,5,0,0,0,5,12,34
2892547,56,6,0,0,0,6,11,3
6685231,53,19,0,0,0,14,12,9
2889975,29,4,0,0,0,4,13,33
3146304,30,15,1,0,1,14,10,17
3679290,25,9,0,0,0,6,11,45
649091,72,15,0,0,0,14,12,26
8724013,79,19,0,0,0,13,12,27
2069927,48,14,0,0,1,9,10,44
6019535,75,9,0,0,1,3,13,24
2289315,56,2,0,2,0,2,13,42
2692573,77,14,0,0,0,9,10,6
436140,73,13,0,0,0,11,10,44
11114,73,19,0,0,0,4,14,24
9775375,62,9,0,0,0,3,12,11
9297026,56,17,1,0,0,4,12,24
3033225,71,2,0,0,0,2,14,8
6537793,33,5,0,0,0,5,10,18
4047079,49,7,0,0,1,5,14,34
4614035,42,15,0,0,0,13,14,1
7246731,68,13,0,2,0,12,12,13
1670369,72,3,0,0,0,3,14,1
1739039,33,19,0,0,0,10,13,28
7561209,59,1,0,0,1,1,12,4
3472864,39,10,0,0,1,5,13,4
3631651,21,4,0,0,0,4,10,6
3711494,63,6,0,0,1,6,14,39
1496460,64,18,0,2,0,12,13,16
1960045,62,5,0,0,0,5,13,43
110437,41,8,0,0,0,8,12,0
519314,35,19,1,0,0,5,11,8
6710248,67,3,0,0,1,3,13,20
552812,48,11,0,2,1,11,10,33
7961702,43,20,0,0,0,13,11,25
4188349,50,4,0,0,1,4,10,36
6142261,44,17,0,0,1,5,13,37
5378465,77,9,0,0,0,9,14,17
2974371,33,8,0,0,1,8,12,2
4915986,45,13,0,0,1,13,14,40
7341279,50,0,0,0,0,0,11,35
5642075,53,8,0,0,0,8,14,20
4413604,62,10,0,0,0,10,13,18
7716276,50,16,0,0,0,13,12,46
2244842,32,12,0,2,0,12,11,11
7751078,24,5,0,0,0,5,11,31
3679290,25,9,0,0,0,6,11,45
5709792,74,4,0,1,0,4,11,46
2426331,29,19,0,0,0,11,11,39
3075503,32,17,0,0,0,3,13,5
6451557,40,7,0,0,0,7,14,31
2803101,25,10,0,0,0,10,14,14
8312214,43,12,0,0,0,12,11,43
2926684,35,1,0,0,1,1,11,6
3942611,25,8,0,0,0,8,11,11
9867260,43,12,0,0,0,8,13,1
2568817,78,5,0,2,1,5,14,48
2115376,59,17,0,0,1,4,14,26
689443,40,11,0,0,1,4,11,40
2439128,55,7,0,0,0,7,10,14
6814485,58,7,0,0,0,7,10,33
2936833,57,9,0,0,1,9,13,47
729340,57,13,0,0,0,13,10,33
4287888,73,18,0,0,1,11,13,30
6758152,71,10,0,0,0,7,11,50
5897750,76,14,0,0,0,5,11,20
3346084,23,18,0,0,0,6,13,15
7904011,71,3,0,0,0,3,11,17
9078403,25,18,1,0,0,9,12,10
544740,75,4,0,0,0,4,14,40
3520592,22,7,0,0,0,7,14,43
4378487,75,8,0,0,0,8,14,43
1857595,26,19,0,0,0,12,13,37
5828654,71,6,0,0,0,6,10,4
4816663,40,18,0,0,0,3,14,38
9658671,72,6,0,0,0,3,13,30
4012270,39,7,0,0,1,7,10,15
2681565,46,11,0,0,0,11,14,32
6384060,26,14,0,2,0,5,11,40
1318865,73,5,0,2,0,5,13,22
8444788,28,2,0,0,0,2,14,17
2803101,25,10,0,0,0,10,14,14
6365998,45,8,0,0,0,4,10,47
8310425,59,6,1,0,0,6,14,39
3356354,52,9,0,0,1,5,13,27
5714288,44,0,0,0,0,0,14,18
2517585,74,5,0,0,0,5,13,29
7732113,34,6,0,0,0,6,14,35
1085302,69,4,0,0,0,4,10,1
2344126,37,7,0,0,1,7,11,23
7315908,63,3,0,0,1,3,11,15
6386540,35,5,0,2,0,5,13,6
7767858,29,0,1,0,0,0,10,14
206580,62,18,0,1,0,13,14,0
1303701,34,20,0,0,0,3,13,45
1500447,75,13,1,0,0,13,12,26
7936046,35,11,0,0,1,10,14,21
5239824,58,6,0,0,0,6,12,1
3604122,49,3,0,1,0,3,10,2
3932375,51,19,0,0,1,8,12,50
2206541,52,10,0,2,0,10,10,33
5695619,29,4,0,0,0,4,13,3
6520687,63,7,0,1,0,5,10,45
1888040,43,2,1,0,0,2,13,10
7155409,77,12,0,0,0,10,13,18
670260,70,16,0,0,0,14,14,46
6296816,37,0,0,0,0,0,11,44
4036960,79,16,0,0,1,3,13,6
7575197,28,12,0,0,0,12,14,39
8420858,55,14,0,0,0,7,13,41
5596467,26,17,0,0,0,4,13,23
1872336,28,3,0,0,1,3,12,35
1882143,45,19,0,0,1,4,14,5
5502824,54,16,0,0,1,12,10,12
9099898,63,13,0,0,1,11,13,27
9246446,75,12,0,0,0,12,12,43
6379608,41,14,0,0,0,10,13,32
5839982,60,15,0,0,0,11,11,10
7273528,41,10,0,0,0,3,11,19
4700701,48,14,0,0,1,12,12,50
9074439,41,15,0,0,0,7,10,18
5218196,49,12,0,0,1,12,10,25
1759952,79,11,0,0,1,4,10,0
64822,33,9,0,0,1,9,11,17
5920246,75,13,0,0,1,13,13,41
780090,55,9,0,1,0,9,14,24
9390849,25,10,1,0,1,10,13,9
8817647,55,10,0,0,1,10,13,46
4059797,29,7,0,0,0,6,12,45
8891641,67,15,0,0,0,7,12,40
6126820,49,15,0,0,1,3,12,43
9731079,70,1,1,0,0,1,13,2
2235853,39,17,0,0,0,8,11,2
1872336,28,3,0,0,1,3,12,35
4091318,33,7,0,0,0,7,11,2
7065702,42,20,0,0,0,9,14,20
5502824,54,16,0,0,1,12,10,12
2623596,54,6,0,0,1,6,13,41
5141854,41,19,0,2,1,3,14,17
7714522,37,0,0,0,1,0,10,37
4658830,45,11,0,0,1,8,10,42
37437,60,13,0,0,0,10,11,27
2442178,34,15,1,0,0,10,13,25
826478,33,15,0,0,0,13,11,8
927040,72,0,0,2,1,0,13,13
681686,71,18,0,0,0,13,10,26
3318935,57,16,0,0,0,4,10,6
5939104,70,7,0,0,0,7,11,18
5641705,23,6,0,0,0,6,11,22
8230205,71,6,0,0,1,6,12,20
6614108,41,4,0,2,1,4,14,37
1079145,66,16,0,0,1,9,13,6
5303994,39,6,0,0,0,6,14,36
5647627,46,2,0,0,0,2,11,14
1739039,33,19,0,0,0,10,13,28
1711437,46,15,0,0,0,4,14,30
5024029,22,6,0,0,0,3,12,40
593614,29,1,1,0,0,1,12,12
519270,38,11,0,0,0,4,13,8
2143718,25,0,0,1,1,0,10,8
1111823,47,20,0,0,1,11,11,17
8397564,71,0,0,0,0,0,12,49
6066397,48,13,1,0,0,13,12,1
6904654,32,13,0,0,0,11,10,16
8458068,34,6,0,0,0,6,13,34
8622588,45,18,0,2,0,3,12,37
2282537,64,8,0,0,1,7,12,4
1072487,27,7,0,0,0,7,11,29
8209899,76,1,0,0,1,1,11,27
3913626,44,13,0,0,1,4,10,17
2791693,72,19,0,0,0,6,10,21
428454,53,18,0,0,0,9,13,0
601404,47,20,0,0,0,8,10,44
5478075,42,12,0,0,0,7,13,22
8557886,77,9,0,0,1,9,14,42
5897750,76,14,0,0,0,5,11,20
8374821,69,13,0,0,0,10,12,6
1108464,57,20,0,0,0,7,14,6
1308374,51,6,0,1,1,6,11,48
7436747,25,3,0,0,1,3,14,50
7110801,21,20,0,0,1,9,11,31
1330107,61,13,0,0,0,11,12,3
7487874,27,1,0,0,0,1,12,11
5127918,75,13,1,0,0,13,10,49
7759112,46,16,0,0,0,3,13,36
6847133,69,7,0,0,0,6,10,37
8658313,44,2,0,0,0,2,11,45
2778908,74,0,0,0,0,0,12,1
1960045,62,5,0,0,0,5,13,43
1839079,43,11,1,0,0,10,11,13
6967387,47,13,0,0,0,6,14,17
4217767,28,4,0,0,1,4,13,43
2162609,42,0,0,0,0,0,12,11
3154997,78,6,0,0,0,3,14,26
2902285,77,19,0,0,0,11,10,9
7694525,44,18,0,0,1,12,10,2
1085302,69,4,0,0,0,4,10,1
2966871,78,7,1,0,0,3,11,5
7686186,69,15,0,2,1,4,13,25
2474838,64,9,0,0,0,8,10,48
1209322,41,10,0,0,1,10,13,3
5660425,55,3,0,0,0,3,13,7
8262688,52,13,0,0,1,12,14,47
3048347,36,17,0,0,0,14,13,25
3974596,45,2,0,0,0,2,13,1
1612818,79,10,0,0,0,10,11,33
5127918,75,13,1,0,0,13,10,49
2361934,78,0,1,0,1,0,12,25
2116329,36,9,0,0,1,9,13,7
1716587,37,0,0,0,0,0,11,27
8008800,36,16,0,0,0,14,13,11
6915937,64,0,0,0,0,0,12,12
8162332,74,9,0,0,0,6,10,35
1818040,54,1,0,0,0,1,14,25
1040029,46,5,0,0,1,5,10,4
7552384,33,17,1,0,0,4,12,42
1291415,22,14,0,0,1,3,13,37
1818040,54,1,0,0,0,1,14,25
7273604,27,9,0,0,1,9,14,48
1169819,72,18,0,0,1,11,10,17
9053211,70,10,0,0,0,8,13,19
1171428,45,11,0,0,1,5,11,43
5839058,62,5,0,2,0,5,14,9
2453112,34,6,0,0,0,6,14,31
1406855,42,4,0,0,0,4,12,26
7666452,79,1,0,0,0,1,10,24
8744579,34,3,1,0,1,3,12,15
7257927,75,18,0,0,0,10,13,20
1369359,22,19,0,1,1,9,12,3
1888040,43,2,1,0,0,2,13,10
2620497,39,6,1,1,0,4,12,21
4106619,44,8,0,0,0,5,12,48
5522159,22,6,0,0,0,6,12,42
2748810,71,2,0,0,0,2,10,7
8909336,41,17,0,0,0,11,14,24
5481890,47,17,0,0,1,13,10,7
1369446,59,3,0,0,0,3,11,0
770457,58,13,0,0,0,11,14,1
2024262,62,3,0,0,1,3,12,31
5636495,57,17,0,0,0,10,12,36
3054835,68,10,0,0,0,3,14,33
5291651,61,8,0,0,0,4,10,22
3092529,49,1,0,0,0,1,10,28
3176863,66,0,0,0,0,0,11,16
8570568,40,6,0,0,0,6,10,40
3355240,75,4,0,0,0,4,14,20
4011175,71,5,0,0,1,5,13,42
1969104,28,9,0,0,0,7,14,0
3648949,65,6,0,0,1,6,11,26
3356017,52,0,0,0,1,0,14,12
1502752,32,17,0,0,0,12,14,45
2935149,66,2,0,0,0,2,10,32
9932138,45,19,0,0,0,9,14,10
998868,44,16,0,0,0,5,13,31
6481616,70,16,0,0,1,13,10,24
4568179,22,14,0,0,0,11,11,20
2926190,71,0,0,0,0,0,14,14
9370159,76,4,0,0,1,4,14,37
3803419,61,16,1,0,0,11,12,13
8832725,64,5,0,0,0,5,11,47
3369473,44,8,1,0,0,8,13,41
6606244,33,8,0,0,0,8,13,1
7511554,53,4,0,0,0,4,11,22
1424842,28,3,0,0,1,3,11,39
9656322,56,15,0,0,1,7,11,32
3326988,42,7,0,0,0,7,14,18
2544949,39,15,0,0,0,10,13,42
9700821,42,17,0,0,0,9,13,11
7548739,78,17,0,0,1,9,13,16
394382,64,6,0,0,1,6,13,0
5557295,29,2,0,0,0,2,13,3
151700,33,20,0,0,0,6,13,3
7751529,71,17,0,0,0,3,10,12
6325513,69,15,0,0,1,4,11,46
635224,69,7,0,0,1,7,12,40
2503612,25,18,0,0,0,6,11,31
7462582,72,12,0,0,0,12,10,48
9441892,51,0,0,0,1,0,11,0
8965258,64,8,0,0,1,8,11,30
1649795,29,5,0,0,1,3,14,44
3846842,79,6,0,0,0,6,11,6
1134496,77,3,0,0,0,3,10,37
8245315,30,12,0,0,0,4,11,5
1618942,31,17,0,0,0,7,12,5
9453688,57,20,0,0,0,5,10,35
2856463,59,1,0,0,0,1,13,45
534465,38,10,0,0,0,7,12,40
455805,72,0,0,0,0,0,12,13
2499018,24,15,0,0,0,8,13,5
949253,59,6,1,0,0,6,10,27
847895,65,2,0,0,1,2,14,21
1336270,66,19,0,0,0,8,12,48
739809,55,4,0,0,0,4,12,26
1759925,47,18,0,2,0,7,14,36
8390146,74,18,0,0,0,8,13,36
3685028,32,13,0,0,0,6,11,10
2380283,61,10,0,0,0,6,14,23
1848729,41,20,1,0,0,11,13,41
2575197,72,2,0,2,0,2,14,39
6010140,75,15,0,0,1,9,10,28
8893842,74,17,0,0,1,9,14,34
2607516,76,5,0,0,1,5,11,16
3419204,79,18,0,2,0,3,12,2
7541730,23,2,0,0,0,2,10,45
8171627,67,15,0,0,0,9,12,47
9299586,43,5,0,0,1,3,13,4
5616245,76,20,0,0,1,13,13,24
8923913,30,5,0,0,0,5,14,35
7583437,74,13,0,2,1,9,13,15
900126,79,7,0,0,0,7,13,26
3386878,42,18,0,2,1,3,14,40
4790231,30,19,0,0,0,14,13,16
1509721,66,8,0,0,0,4,12,8
6538029,48,1,0,0,0,1,13,13
1721661,45,3,0,0,0,3,14,50
6537793,33,5,0,0,0,5,10,18
5037199,77,14,0,0,0,7,13,15
6426600,26,20,0,0,0,6,12,5
3890846,58,16,1,0,1,4,11,0
555482,32,12,0,0,0,9,11,18
2946448,63,0,0,0,0,0,13,34
2854714,46,20,0,0,0,7,10,43
3606776,69,10,0,0,0,10,13,41
7656726,79,9,0,0,1,6,12,35
3730091,24,17,0,0,0,4,13,37
6190341,79,13,0,0,0,4,11,34
505809,33,9,0,0,1,9,10,25
3533484,47,6,0,0,0,6,12,15
882249,36,14,0,2,0,12,13,34
5178562,28,9,0,0,0,9,12,5
8859828,27,7,0,0,0,7,12,50
1424842,28,3,0,0,1,3,11,39
9241363,62,18,0,0,1,5,11,17
8012134,48,0,0,0,0,0,10,41
1355538,63,15,0,0,0,4,12,44
2244337,26,6,0,0,1,6,12,9
3172080,40,2,0,1,0,2,11,17
7767858,29,0,1,0,0,0,10,14
9232506,75,2,0,0,0,2,11,22
5681211,79,18,0,0,0,8,10,15
5127014,76,0,1,0,0,0,13,23
2545569,38,13,0,0,1,7,10,16
